year,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,county,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2021,1494.999,1030.9994,349261,259503,Meeker,.27025411,.49913234,.46565941,.16721438,.20977892,.18158799,.088666104,127.19434,186.07439,172.41495,12.139624,1.2715249,,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,,.42891139,7.2587569e-13,.5793969,.11589777,.00019340178,.76668429,.54778749,0,.4519816,1.6319096e-19,9.4092075e-06,.22179508,.13304505,0,.47621045,.00024382456,7.2975744e-14,.089998372,.052639313,113.87547,153.56079,145.15005,188.13193,200.77832,191.70909,149.98799,189.46684,185.0437,4.8972321,20.094513,8.2555723,1.0329752,1.4848439,1.4323914,,,,.0036614828,.78249466,.64964974,87,23,67,34,68,9,65,9,,51,33,45,66,58,45,36,19,33,52,16
2022,1494.999,1030.9994,349261,259503,Meeker,.22196488,.40231583,.49381348,.21017793,.20077041,.13909975,.082865134,130.80663,193.95787,177.01724,11.772857,1.1448069,,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,,.44643068,3.4077094e-10,.44691369,.16538382,.0046820561,.86116952,.53653681,0,.57882017,3.1297100e-16,.00019135783,.20975417,.15248743,0,.36131266,.0004697789,1.9539223e-11,.085617632,.068993017,107.71614,161.78299,147.19449,192.85806,215.06476,195.60304,148.9454,191.96559,189.54462,4.0000081,19.888929,7.4444804,1.0418111,1.1679151,1.1392925,,,,.0053699752,.53507602,.52090192,87,53,67,48,67,47,40,22,,43,53,42,55,29,41,43,17,30,58,12
2012,1642.9996,1244.9998,349261,259503,Mille Lacs,.0092717037,.028519932,.50148767,.24342008,.24879591,0,.0092717037,123.13113,173.54269,,112.57952,,.36412689,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,0,0,.034030575,.75985754,.35983458,1.9815011e-28,.27369124,.014393069,.0021137891,.3420608,.15699708,0,0,0,0,0,0,112.32294,141.47575,127.70604,151.47345,174.4445,156.10843,,,,42.888977,151.08363,139.86137,,,,-.26659814,.60189557,.23411408,0,0,0,87,76,58,4,80,44,76,65,72,67,8,,73,,50,49,2,57,36,7
2013,1642.9996,1244.9998,349261,259503,Mille Lacs,.1418469,.11932153,.62617534,.24384461,.28208041,.041596595,.1002503,128.48863,155.3298,164.44508,50.595665,1.3490475,.3412981,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,9.6026927e-33,.042776082,.0065921023,.038853288,.83368802,.430168,2.0015150e-28,.27741,.022538677,.005159515,.430168,.20195876,0,.031108513,.000091231857,0,0,0,123.0752,145.22406,136.82549,151.35388,170.52783,157.25168,140.50606,178.4445,157.83336,41.055637,61.500126,56.277889,.95252496,1.4607195,1.1996338,-.18849672,.4333649,.14060809,8.0651335e-31,.27543283,.027872426,87,17,42,6,78,17,21,33,54,67,29,26,80,25,45,39,16,56,37,7
2014,1642.9996,1244.9998,349261,259503,Mille Lacs,.086436093,.14050819,.54544199,.23642035,.26418215,.041596595,.044839498,121.3569,155.98134,164.73598,15.54049,1.3651563,.17801216,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,8.7548967e-24,.093950965,.012878701,.072889075,.82005668,.47383106,2.0015149e-28,.27557641,.022533808,.03117804,.35926151,.21252599,0,.031108513,.000091231857,1.6947732e-26,.054063197,.0047040712,116.63077,137.29068,125.7918,153.67323,171.23151,157.9335,139.53053,180.11118,159.47224,3.6111183,25.722275,12.361135,1.0169334,1.3919158,1.2872819,-.25871289,.43495533,.1193536,7.6381257e-20,.22744821,.080348976,87,62,61,13,78,36,69,52,71,65,24,32,56,31,48,43,8,51,40,10
2015,1642.9996,1244.9998,349261,259503,Mille Lacs,.086279914,.14985228,.52730411,.24073863,.24172597,.041440412,.044839498,122.24249,156.53986,169.946,15.54049,1.4080776,.13670205,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,8.7548967e-24,.093950965,.012828253,.079474457,.803128,.4837597,1.9849629e-28,.28717059,.022289308,.02313689,.2997348,.1988574,0,.031108513,.000090832298,1.6947732e-26,.054063197,.0047040712,118.27232,139.44449,124.03484,153.62509,172.31958,159.5278,150.27779,179.47229,161.08336,3.6111183,25.722275,12.361135,1.1399314,1.4292401,1.2623848,-.38150263,.41461378,.058973309,8.4954648e-20,.22909957,.07963144,87,70,60,10,78,37,69,59,68,66,25,43,60,52,46,46,9,49,41,10
2016,1642.9996,1244.9998,349261,259503,Mille Lacs,.066440262,.23902826,.24571928,.11525845,.10799139,.043970816,.022469444,130.72343,175.68272,156.39069,127.29341,1.4730895,.076424986,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,.094484635,.0004951618,.000102621,.44022596,.13488412,0,.24740885,.0017953144,.000026342161,.15195368,.070368692,0,.042920988,.000093612965,0,0,0,125.81203,144.76836,137.65076,161.6389,185.72229,170.58336,116.89861,179.34727,166.34724,125.91691,173.13922,159.52811,.74821103,1.724439,1.383311,-.2137153,.33831033,.014710109,0,.56502086,.091256492,87,39,35,17,54,24,48,34,69,73,27,29,68,26,44,47,9,36,55,9
2017,1642.9996,1244.9998,349261,259503,Mille Lacs,.11501355,.24778548,.40674552,.22884464,.14393565,.081048325,.03396523,127.93203,188.43991,169.32683,68.228348,1.3272289,.17395526,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,8.7883876e-14,.19801548,.024198946,.027507471,.60120451,.29267353,1.9814986e-28,.25076941,.022249756,.0010725526,.19320773,.10386368,1.4413041e-38,.1903756,.0020968416,0,.011072561,2.5605216e-14,122.24624,150.21159,128.62103,162.54596,185.72229,169.72224,162.60204,173.69449,166.91669,11.361919,126.47247,21.944489,1.0911584,1.3525246,1.2653157,-.26110113,.44584969,.083294168,1.2315897e-09,.41879642,.23478794,87,53,55,8,80,27,71,48,62,64,6,37,59,46,35,56,8,41,48,11
2018,1642.9996,1244.9998,349261,259503,Mille Lacs,.1324071,.2381978,.46802813,.23049474,.1821987,.077072419,.055334676,128.80632,166.27475,178.34988,15.748074,1.3438636,.17365991,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,1.9058447e-15,.31118536,.015486775,.035709802,.73052001,.32744572,1.9814993e-28,.25705835,.022269234,.00081299804,.24334127,.1460865,0,.19634999,.00099297951,1.6947732e-26,.074862041,.0047040712,125.4059,146.23732,132.45685,165.58334,186.02783,176.88254,171.58336,185.5556,174.91505,4.1666751,25.722275,12.333358,1.126207,1.387338,1.2728341,-.4304907,.64517981,.01107565,3.5513328e-11,.41187206,.15461993,87,52,63,14,81,27,67,48,63,61,15,57,64,63,39,49,12,41,47,12
2019,1642.9996,1244.9998,349261,259503,Mille Lacs,.16406949,.26569903,.48586139,.24836385,.1732382,.099810138,.064259343,124.85173,162.7771,175.06654,12.37823,1.3649515,.15830006,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,2.7234132e-15,.31090167,.019310303,.011979688,.82752556,.32625934,1.2269871e-31,.48407167,.0013249038,.00018996854,.23591366,.14381848,0,.20431413,2.3240536e-06,5.1701439e-27,.077124342,.0045276345,112.92712,141.83168,135.61513,164.61113,180.02783,170.96573,169.16672,180.4924,173.57767,3.6111183,18.639105,9.9166861,1.157251,1.3627592,1.3003792,-.46554282,.61207718,-.10457798,3.2664291e-11,.43730903,.24578358,87,54,65,13,80,21,72,51,63,60,18,61,40,72,36,51,13,37,48,14
2020,1642.9996,1244.9998,349261,259503,Mille Lacs,.19441603,.33131826,.54024452,.26910996,.19036318,.11364463,.080771409,126.69986,161.90215,164.12563,62.736347,1.2847891,.23027588,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,4.6632147e-12,.41221803,.055378109,.018679673,.91015613,.29058388,1.2224221e-31,.47016901,.0012155414,.00041646208,.30011827,.14669374,2.4369680e-35,.24703997,.015688669,1.3466007e-25,.12820846,.0042884899,112.25822,150.63322,135.67686,164.56184,180.02783,168.8815,156.24802,175.27197,167.93588,9.2222404,118.23006,23.805601,1.091095,1.3059974,1.1675568,-.47426847,.94072515,-.063363634,3.9636447e-08,.57415771,.37250593,87,44,56,13,77,18,65,36,54,55,17,54,51,62,35,50,15,35,48,16
2021,1642.9996,1244.9998,349261,259503,Mille Lacs,.21737099,.32616955,.61693007,.31633034,.20721096,.12398222,.093388759,130.86864,185.60956,179.55476,13.037151,1.3114492,,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,,.42891139,2.0685863e-14,.4810169,.044847038,.014389154,.99103743,.33096084,1.0837796e-30,.49588791,.00026384389,.00067439454,.30602378,.17882164,0,.25833476,.0091669774,3.1778001e-26,.17637026,.0031210103,123.9378,150.3759,141.42337,184.33047,209.43338,196.86649,159.39726,198.59396,182.1951,4.8978076,19.944485,10.424069,1.086741,1.4191432,1.1941934,,,,9.8717453e-13,.50049204,.37515453,87,43,38,9,69,22,60,43,,60,32,53,73,61,34,51,15,33,52,16
2022,1642.9996,1244.9998,349261,259503,Mille Lacs,.24556577,.35310915,.61579716,.37947309,.1801322,.18937393,.056191858,139.89288,187.69569,180.84755,12.724494,1.3185697,,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,,.44643068,2.0277309e-13,.51579809,.066025555,.029956287,.95298839,.30568367,4.2844099e-16,.55104047,.0048631812,.0036708748,.26616088,.15877871,1.4124326e-17,.41119665,.041804913,1.3466007e-25,.085425496,.0039633778,129.45511,159.11443,147.97063,183.06595,207.11116,195.11113,162.69449,198.88751,181.60097,4.8611207,19.197205,9.9722424,1.0813009,1.4313393,1.260389,,,,2.0517473e-11,.64221007,.41413116,87,34,42,14,74,29,62,40,,56,43,50,62,59,29,62,9,30,58,12
2012,2100.0002,1546.0002,349261,259503,Morrison,.060785249,.090536065,.51371932,.02227661,.43065748,0,.060785249,100.4174,295.09238,,91.930656,,.60226339,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.081232682,2.1081584e-26,.068241529,.7619248,.43855974,0,7.5859363e-10,0,.063460737,.57581264,.38335752,0,0,0,0,.081232682,2.1081584e-26,87.96682,114.8419,101.94562,135.33337,451.36154,313.9086,,,,6.9643788,184.66704,25.819496,,,,.041019142,1.1070566,.45185959,0,.18330076,4.8385572e-26,87,40,55,71,39,44,40,34,46,34,60,,62,,84,4,12,57,36,7
2013,2100.0002,1546.0002,349261,259503,Morrison,.04522077,.060617957,.5702219,.029256774,.50038999,.0046456824,.040575087,107.78592,160.34599,148.42311,31.555347,1.3153619,.34311873,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.092348889,1.1510099e-35,.081574485,.84101129,.53618073,0,.0072836867,0,.070911668,.68931001,.44838411,0,.0026185927,0,0,.076814853,1.0672344e-35,93.974586,120.80611,106.66817,140.16519,176.22299,158.84796,121.2778,165.36122,146.94452,9.2500191,48.388988,27.958389,1.0605191,1.4891627,1.2614489,-.023235073,.69283986,.24839525,0,.14200489,2.3206186e-35,87,60,53,71,36,41,51,60,51,36,38,16,71,23,88,5,7,56,37,7
2014,2100.0002,1546.0002,349261,259503,Morrison,.12509832,.20515655,.63622755,.05874683,.50125057,.048868153,.076230168,105.19693,159.71448,162.98744,18.123573,1.4405603,.39324898,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,3.1961643e-26,.23913534,.086653903,.18845318,.97981906,.60502362,0,.077871889,0,.16867578,.69010991,.46995693,0,.11055446,3.9771408e-09,5.1267592e-31,.14926502,.00022512715,94.135933,119.65929,100.06261,122.27778,192.30566,167.72282,134.09714,186.8195,155.53952,4.9109092,26.77783,14.888918,1.1546723,1.6241401,1.4150801,-.12119261,.86663485,.40209079,4.3505388e-25,.37128261,.17301202,87,41,44,62,33,31,51,27,43,45,29,28,70,45,79,9,12,51,40,10
2015,2100.0002,1546.0002,349261,259503,Morrison,.16897836,.28122708,.57525009,.053163283,.44877967,.095671229,.073307127,104.58543,173.66745,155.7682,17.690386,1.369472,.42958409,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,1.4512606e-18,.2904914,.15495628,.10912064,.82805359,.52349603,0,.060826983,0,.085137509,.58487749,.36910415,0,.14427391,.00014063049,6.7069059e-26,.15623052,.00076602248,97.035988,116.95109,103.59757,146.05563,192.61122,177.41962,127.8056,168.40807,157.10114,4.2917476,25.805607,13.974733,1.1217142,1.4856478,1.3788607,-.24716146,.92577559,.45017827,4.2254188e-16,.42476124,.30816561,87,25,47,61,34,14,51,11,39,43,42,35,68,47,78,9,13,49,41,10
2016,2100.0002,1546.0002,349261,259503,Morrison,.083736084,.25687057,.22090495,.042736616,.1595919,.065159656,.018576432,84.860825,181.86266,148.14532,89.702065,2.2790596,.27708483,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,.12890169,8.9646903e-08,5.3887055e-07,.3241604,.13774103,0,.040848289,0,2.4938137e-07,.18335299,.088565618,0,.079103105,3.0041338e-08,0,.020224534,0,66.20179,107.96597,82.523621,147.34277,211.33348,170.37196,119.06992,160.91634,150.46291,10.345936,189.95131,35.208405,1.4800637,2.5612988,1.8625274,.058895528,.45098114,.23363616,0,.5381698,.016565058,87,26,45,45,23,14,55,30,41,51,35,22,55,46,72,19,8,36,55,9
2017,2100.0002,1546.0002,349261,259503,Morrison,.133332,.30636153,.4538376,.056890603,.32234323,.058728226,.074603781,107.66183,232.64265,199.36858,56.372639,1.7195704,.33119428,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,4.0386370e-21,.23252678,.075118378,.024982864,.68250626,.46682972,0,.070441157,0,.014472824,.42290092,.28747445,0,.11218526,.000087406021,5.1267592e-31,.16400224,.00026069846,95.106285,121.64751,105.12027,196.31877,252.11133,232.37518,164.61133,242.30576,183.67711,4.2942119,28.862797,14.888918,1.3300815,2.0590813,1.6299393,-.17112495,.75177944,.39052749,4.6475543e-17,.47914156,.32797498,87,46,36,57,22,41,43,36,31,26,29,51,53,68,71,13,16,41,48,11
2018,2100.0002,1546.0002,349261,259503,Morrison,.13070288,.27729538,.50680971,.046815272,.36830726,.039015707,.091687173,111.5013,194.76816,158.00995,17.857986,1.2807637,.28534526,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,2.1345497e-19,.20524821,.095727831,.10049447,.68667489,.47924519,0,.00017478866,0,.052640971,.48786378,.34397963,0,.047101025,9.5249852e-06,4.0952241e-26,.17738795,.0017176219,93.376099,129.23476,109.86298,167.61513,219.22528,186.7334,151.24239,163.21667,158.72229,4.5505824,25.805607,13.963329,1.2107882,1.3334643,1.2657123,-.31517228,.76555771,.34135091,2.9402872e-16,.41191459,.26822782,87,55,52,60,33,55,40,34,48,42,37,37,67,58,73,9,18,41,47,12
2019,2100.0002,1546.0002,349261,259503,Morrison,.19640143,.34147388,.59250504,.064539224,.3826268,.051062416,.14533903,108.64389,153.26668,143.7303,26.105112,1.1427083,.37465408,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,6.1897527e-19,.41405433,.12389701,.06702213,.88722938,.59268498,0,.019657506,1.2118238e-27,.021253847,.51975167,.36548576,0,.10427547,.000052974996,1.3134961e-22,.30061874,.055639245,79.772293,128.75514,110.11457,135.17274,156.47229,143.12503,136.58333,148.11427,141.63893,4.2102833,23.625748,9.5624847,1.0797205,1.2108022,1.1236069,-.39661163,1.0444092,.31708634,3.6868123e-16,.54975981,.33782172,87,37,43,56,32,51,25,25,24,33,12,33,60,45,65,11,25,37,48,14
