year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2014,1009,799,Waseca,.076974027,.60064846,.078366227,.46812809,1.1652436e-14,.054154154,104.3201,145.10188,201.79231,10.965281,1.7935658,.11190467,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.50577176,.66294217,7.4930214e-18,.13462111,.33638132,.61977947,0,0,1.8398997e-18,.056662586,101.83659,108.93451,120.67468,179.92552,136.00008,230.83342,3.6237223,23.277826,1.1448486,2.0456197,-.0087044854,.16161171,4.2700744e-13,.099952772,87,48,56,37,61,63,82,64,43,17,47,23,64,78,13,9,51,40,10
2015,1009,799,Waseca,.091069378,.53454578,.078287005,.40210462,3.1665101e-16,.054154154,105.31824,143.60838,221.78775,10.714271,1.9371649,.067420386,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.42404565,.59511793,7.5119200e-18,.13442981,.24803227,.54577529,0,0,1.8398997e-18,.056662586,102.41179,115.5015,121.29746,183.6297,185.19452,240.16675,3.6237223,23.277826,1.529012,2.0666184,-.10561161,.11613341,1.1766346e-16,.12086107,87,57,52,44,70,63,81,68,45,17,71,26,82,75,15,10,49,41,10
2016,1009,799,Waseca,.12783532,.49045891,.068582721,.35227653,3.1563121e-16,.069599658,123.17917,187.68117,319.47153,5.2633495,2.2551205,-.020762367,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.38674915,.50967443,8.9649520e-18,.11811217,.2363444,.423215,0,0,.043784551,.081219994,106.00004,131.4541,183.84656,190.17575,253.91461,383.1669,2.1805601,5.9260616,2.0365028,2.6013019,-.1762841,.14434022,.10629906,.15718743,87,65,58,48,79,56,79,73,53,27,78,1,76,72,14,14,46,43,11
2017,1009,799,Waseca,.14326175,.46116307,.078275971,.31834519,4.2164522e-16,.073172621,101.31358,146.40311,313.96188,5.4751196,2.6667902,.0039893226,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.37944448,.47664207,9.4896178e-18,.13442981,.22190887,.3832919,0,0,.049197461,.081219994,93.597504,105.34779,124.85152,180.4686,228.52792,383.8891,2.1966059,6.0041733,1.8040998,3.2094703,-.11409066,.099639155,.12629291,.17123005,87,69,53,48,80,62,81,71,34,2,79,1,79,68,17,16,41,46,13
2018,1009,799,Waseca,.13702473,.46869081,.081658572,.3138631,3.4387069e-18,.073169135,107.21838,151.22081,187.85844,5.2718973,1.5465113,.05166487,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.39802569,.47598863,7.5366907e-18,.14012408,.22029039,.38184369,0,0,.04913871,.081219994,100.94522,110.87505,135.08142,162.34018,181.75006,191.8797,2.1965461,6.0047922,1.5029571,1.5603317,-.054820128,.13849664,.12260359,.17123005,87,62,50,49,79,54,78,66,35,4,62,2,79,67,17,16,41,47,12
2012,14550,10682,Washington,.014757694,.49137309,.22930366,.25527659,0,.0067928461,195.92058,255.13699,,21.566328,,-.35987884,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.31584084,.64361596,.083442822,.33007139,.1590417,.33422551,0,0,8.4085855e-16,.0035274816,170.97089,214.71155,229.33638,278.04559,,,11.583359,22.116249,,,-.59458661,-.088420123,2.8990867e-15,.0085908528,87,61,9,77,44,80,75,84,85,52,,13,,52,47,1,57,36,7
2013,14550,10682,Washington,.22982603,.48320794,.22860368,.24781929,.12052409,.0067849839,201.51422,261.09006,260.81189,15.658455,1.4403446,-.14728194,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.3184554,.61726987,.083951071,.32003874,.16361161,.32081446,.024566395,.16545877,1.0122408e-11,.0062940475,175.11893,226.60648,236.91531,284.36609,239.8038,278.62604,10.737061,20.240637,1.2281172,1.7501407,-.38327414,.10308717,.094133049,.33244747,87,69,10,81,2,78,9,80,84,83,67,24,33,51,47,1,56,37,7
2014,14550,10682,Washington,.2294903,.52967668,.2557188,.24655287,.10824432,.027405037,199.3515,265.00269,268.54001,10.975113,1.3891385,-.23588006,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.34480408,.67349398,.092773229,.35900071,.15703663,.32204992,.011326423,.17819738,.00031934748,.035620943,171.50139,230.23306,234.33609,283.09149,243.22791,294.51678,6.9162135,13.861141,1.1854858,1.5804143,-.44229347,-.013267899,.10166655,.34805307,87,67,11,81,13,79,21,84,84,86,76,24,37,47,48,5,51,40,10
2015,14550,10682,Washington,.24745129,.49603677,.24467321,.22212906,.11088319,.029234508,204.45477,269.53214,274.3764,10.897682,1.4051045,-.27373844,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.32165247,.63541538,.093047872,.36068696,.13065824,.29372901,.0084556211,.19104061,.00031964103,.037352748,173.65363,240.76384,243.89958,296.61334,250.97855,304.11304,6.861125,13.861141,1.224246,1.5770463,-.49525949,-.011402771,.10560133,.37269861,87,69,9,83,10,82,20,86,84,83,81,28,51,45,49,6,49,41,10
2016,14550,10682,Washington,.33644664,.50776362,.24740045,.20831493,.13328873,.05204827,201.32883,281.81934,279.05533,8.1802149,1.3722382,-.098159641,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.3314392,.65196359,.076634958,.36115909,.11132094,.28213,.033193376,.21216851,.017218985,.081039898,164.68549,230.57477,256.72855,296.18317,247.19791,309.77322,6.1953001,9.3352652,1.2273288,1.528963,-.31993431,.18019962,.22839956,.46627185,87,59,9,82,10,68,14,78,82,73,73,8,49,41,49,10,46,43,11
2017,14550,10682,Washington,.34521252,.52184629,.27163565,.19525856,.14004982,.054952051,202.81334,280.28033,259.75888,8.2830076,1.2322551,-.15779176,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.32823831,.66342151,.078775719,.39921868,.099949971,.27126458,.020062707,.23366809,.017615484,.083637655,163.79013,231.35425,246.70952,296.61255,188.26216,299.13589,6.2819738,9.3626022,1.0018151,1.3856473,-.39247477,.17631721,.19464964,.49486327,87,50,8,81,13,72,21,82,83,55,73,7,40,37,52,11,41,46,13
2018,14550,10682,Washington,.34134516,.50946504,.28432724,.19013767,.14976546,.035000142,227.90596,299.44012,290.39807,8.1031771,1.2983539,-.14071463,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.31748623,.64314866,.10052583,.4134202,.10007538,.26308477,.042509142,.22948915,.011202784,.036831677,188.76152,276.00403,260.06323,321.47028,238.80357,348.42175,5.9396629,9.6266575,1.1649946,1.4113077,-.36643744,.11989993,.20486824,.47564334,87,50,8,78,7,78,17,80,83,81,78,10,61,37,56,7,41,47,12
2012,650,564,Watonwan,.038221944,.53547859,.16123703,.35012621,0,.024115346,89.321465,99.168297,,92.039299,,.7398361,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.49527866,.64710426,.18743564,.19136347,.30107737,.41947275,0,0,0,.040738732,85.904625,88.754189,82.605057,93.318649,,,2.4444492,295.80615,,,.69188112,.92243439,0,.063443355,87,49,18,58,44,63,62,31,8,1,,63,,65,30,5,57,36,7
2013,650,564,Watonwan,.037690122,.5399363,.16121149,.35460946,0,.024115346,95.939217,98.738983,203.37808,14.855736,2.0477636,.17463653,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.5050419,.65663642,.18551506,.19280544,.31102219,.429636,0,0,0,.040738732,91.065491,99.268417,91.554405,104.18179,195.08347,208.72238,2.4444492,35.30563,1.8602188,2.1537406,.051306438,.33260494,0,.062439181,87,59,19,63,70.5,61,72,53,16,2,42,20,65,66,30,4,56,37,7
2014,650,564,Watonwan,.16001333,.50340533,.16123703,.27097377,.01418024,.071194507,81.933899,89.301849,104.85794,6.3102565,1.1118355,.32474333,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.53219795,.5628103,.18743564,.19136347,.26085699,.28857833,0,.024409566,.075446628,.088686861,75.254509,87.958626,78.937408,100.40247,91.725334,126.11429,2.0555596,3.6006587,1.0322859,1.2339352,.28070784,.48315272,.13761523,.20386344,87,76,26,75,47,56,45,41,3,1,1,1,9,54,32,14,51,40,10
2015,650,564,Watonwan,.30397284,.469791,.16082586,.23777063,.070888184,.071194507,77.950073,87.796051,86.979118,6.3102565,.91835856,.53621376,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.45903903,.52007037,.18666306,.1906635,.18304501,.25087339,0,.11988731,.075446628,.088686861,71.809624,81.237617,82.365173,89.805565,74.447258,104.5834,2.0555596,3.6006587,.78761113,1.1020535,.28994137,.81583774,.14435358,.44417104,87,76,26,81,22,55,7,11,3,1,1,1,1,51,34,15,49,41,10
2016,650,564,Watonwan,.2997776,.40427548,.13877028,.2285499,.089131072,.036955297,94.362999,99.140633,163.72736,6.3973851,1.728865,.3388992,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.40804636,.44797674,.14878315,.17224552,.20714088,.23725873,.071290843,.073141575,.030507378,.03095169,71.63768,109.16359,56.041115,115.62177,38.205948,211.13419,2.0555596,3.3611178,.45465747,2.2040544,.18083107,1.0647377,.23161174,.57402146,87,84,30,77,20,78,20,37,13,2,34,2,68,57,34,9,46,43,11
2017,650,564,Watonwan,.20341054,.51333332,.25984621,.21065374,.059987847,.042833336,103.5613,135.71126,79.649323,10.50689,.85855675,.13410833,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.51175159,.60305709,.19673717,.36169159,.1836182,.23140861,0,2.8537042e-06,.040340159,.040927678,72.935974,117.95553,77.754265,146.28674,76.222023,79.189323,2.0555596,3.3611178,.82727027,.84836119,-.098891653,.92726105,.066509165,.59810179,87,54,10,78,46,80,65,59,39,1,1,17,2,41,51,8,41,46,13
2018,650,564,Watonwan,.17371967,.46983656,.18476087,.21948278,.0093907695,.065592907,130.23502,200.3793,102.87645,4.6620965,.77500004,.0052780816,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.47040921,.51243478,.14878315,.24984777,.19711432,.23614377,0,2.6992900e-06,.04051581,.075099908,116.05814,151.14093,201.86923,213.58176,101.83628,104.39184,1.9444485,3.2500067,.72838104,.74349159,-.2133787,.17150633,.079470925,.24040873,87,61,18,73,72,60,71,73,65,39,1,1,2,47,39,14,41,47,12
2012,484,311,Wilkin,.048931476,.68512839,.010490702,.62450981,0,.050127853,108.09785,548.75598,,104.48824,,.75796676,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,5.4736677e-11,1.0723237,0,0,5.0663050e-11,.98695165,0,0,0,.084208958,94.291901,122.02189,611.71436,616.04773,,,3.4166734,281.66724,,,-.28176641,1.4096962,0,.079462461,87,28,74,10,44,45,57,28,47,79,,68,,91,2,7,57,36,7
2013,484,311,Wilkin,.043577407,.76761901,.010490702,.70700049,0,.050127853,107.00098,202.26041,235.54515,19.159521,2.0398962,.27052602,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,2.0928410e-10,1.1786917,0,0,2.0521047e-10,1.0946331,0,0,0,.084208958,97.921829,112.75836,208.77794,215.36124,232.16678,236.52791,3.4166734,37.805634,1.8703648,2.2441099,-.33055437,.66301095,0,.072209165,87,21,75,7,70.5,43,70,39,35,67,54,44,64,92,1,7,56,37,7
2014,484,311,Wilkin,.085175849,.74194008,.010490702,.65126836,0,.080181025,101.42692,222.12791,276.72595,40.328144,2.4293509,.25194943,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.0014126133,.95965588,0,0,2.9893399e-10,.95004076,0,0,0,0,102.01146,104.31551,213.89539,242.08176,283.2959,288.99039,38.638966,45.694534,1.9159151,2.8168271,.092387043,.26168305,0,0,87,29,75,12,76.5,50,79,50,35,73,80,85,83,88,1,11,51,40,10
2015,484,311,Wilkin,.1436204,.7780776,.010509048,.62841356,0,.13915497,97.376488,193.07292,185.64383,12.859221,1.577551,.41639861,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.0010149992,1.0288507,0,0,3.2743047e-10,.92048669,0,0,7.7692468e-23,.099573933,96.749786,98.98748,194.25012,198.63902,186.36125,190.75015,3.1388953,25.111162,1.3990242,1.7717825,.18816726,.562594,.0017114782,.098573036,87,18,73,5,79.5,23,63,29,27,59,57,41,68,81,1,18,49,41,10
2016,484,311,Wilkin,.17682207,.6552943,.0098549016,.49007714,0,.15536225,102.74842,166.14214,480.13263,30.098751,4.1350126,.32121813,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.00023692929,.86496431,0,0,3.5597327e-11,.7477597,0,0,7.7692468e-23,.099573933,102.72453,104.07224,161.29153,165.68042,479.61179,480.65344,3.1388953,25.111162,4.1224365,4.1475887,.021440009,.41489297,.11260036,.11978944,87,34,72,19,84,17,67,40,26,12,80,65,80,75,2,24,46,43,11
